StudentID,Age,StudyHours,Attendance,PreviousGPA,AssignmentsCompleted,SleepHours,InternetHours,Scholarship,Program,FinalGrade
STU-10571,24.0,,80.79,6.13,97.35,5.82,7.77,No,Contador Auditor,4.67
STU-14860,24.0,12.79,81.68,5.1,92.87,7.35,12.33,No,Ingeniería Civil,4.21
STU-11861,18.0,6.81,77.51,7.0,51.68,8.3,3.36,No,Ingeniería Civil,4.23
STU-14278,27.0,9.97,90.89,6.34,97.86,8.68,1.55,Sí,Ingeniería Civil,5.18
STU-11324,27.0,6.91,90.92,5.47,69.53,8.83,5.69,Sí,Ingeniería Informática,4.77
STU-13836,21.0,8.55,87.46,6.02,100.0,5.05,4.35,No,Ingeniería Informática,4.52
STU-12790,22.0,,81.33,6.27,78.18,4.53,6.88,Sí,Administración,4.09
STU-12419,26.0,9.12,82.57,5.47,76.88,8.06,4.87,No,Administración,4.15
STU-10042,25.0,58.78378903049304,85.35,6.14,89.17,6.43,18.0,No,Ingeniería Industrial,4.19
STU-11120,23.0,8.67,91.31,5.66,89.67,8.03,7.16,Sí,Ingeniería Informática,4.6
STU-12578,22.0,13.47,87.51,6.59,81.97,8.5,7.32,No,Ingeniería Informática,4.27
STU-12336,28.0,4.6,75.66,4.53,73.44,6.96,14.44,No,Ingeniería Industrial,2.76
STU-12863,19.0,18.14,94.84,6.82,89.91,3.86,1.6,No,Ingeniería Industrial,4.79
STU-11119,18.0,14.0,90.13,6.15,97.69,7.25,2.36,Sí,Ingeniería Industrial,4.59
STU-12842,20.0,11.66,90.22,5.93,93.86,,7.59,No,Ingeniería Informática,5.4
STU-13937,30.0,17.21,98.96,6.22,100.0,7.0,3.95,No,Ingeniería Informática,5.07
STU-11069,33.0,17.47,89.42,4.94,88.52,7.7,3.65,Sí,Ingeniería Civil,4.52
STU-14612,24.0,10.34,91.56,6.06,87.07,8.22,7.76,No,Ingeniería Industrial,4.37
STU-12038,20.0,17.15,92.36,5.12,96.42,,10.41,Sí,Ingeniería Industrial,5.21
STU-13055,26.0,9.08,86.32,6.01,85.74,6.96,2.47,Sí,Ingeniería Industrial,4.36
STU-13388,18.0,17.76,63.3,4.9,93.42,5.4,1.44,Sí,Ingeniería Civil,3.43
STU-13916,23.0,19.18,97.53,6.11,100.0,5.69,2.74,No,Contador Auditor,4.43
STU-13990,21.0,12.35,102.85983151143844,4.45,100.0,7.05,,No,Ingeniería Informática,4.66
STU-14005,21.0,11.05,90.74,5.45,91.86,6.47,6.73,Sí,Administración,5.01
STU-10264,18.0,9.54,90.32,4.96,100.0,7.29,5.38,No,Ingeniería Informática,4.03
STU-12858,20.0,7.36,74.92,5.31,73.34,6.89,12.2,No,Ingeniería Industrial,2.19
STU-11613,22.0,12.81,85.53,5.71,100.0,5.36,8.7,No,Ingeniería Civil,4.37
STU-13459,24.0,14.79,78.82,5.3,100.0,6.96,5.96,No,Ingeniería Informática,4.55
STU-11159,24.0,13.06,72.05,5.49,54.96,5.97,16.3,No,Contador Auditor,2.78
STU-11967,19.0,10.08,65.55,4.28,59.73,8.24,0.77,No,Ingeniería Civil,2.43
STU-12198,29.0,9.46,88.42,4.54,74.33,4.67,8.48,Sí,Ingeniería Informática,3.49
STU-10742,25.0,7.76,98.52,4.51,96.58,9.28,10.52,No,Administración,-1.459831783533232
STU-12262,26.0,11.28,75.42,5.58,95.84,5.91,8.7,No,Ingeniería Informática,2.94
STU-12111,25.0,12.39,66.85,5.68,98.73,8.24,1.33,No,Administración,3.66
STU-14401,30.0,12.83,91.01,5.72,93.96,7.56,1.56,No,Contador Auditor,4.64
STU-13405,24.0,19.35,96.95,6.84,85.72,9.67,4.8,Sí,Ingeniería Industrial,5.63
STU-13340,18.0,8.93,88.32,4.7,91.13,5.18,4.06,No,Ingeniería Civil,3.29
STU-14137,22.0,9.87,79.64,5.77,75.91,7.4,9.47,No,Ingeniería Informática,4.21
STU-13512,21.0,8.28,100.0,5.48,66.61,5.62,5.22,No,Ingeniería Informática,3.91
STU-11712,22.0,3.17,65.78,4.84,72.2,7.45,6.29,No,Ingeniería Informática,3.15
STU-14710,18.0,4.37,70.78,,63.98,7.39,6.63,No,Ingeniería Civil,2.12
STU-13975,21.0,7.28,64.39,5.11,87.32,6.74,10.4,No,Administración,3.52
STU-12481,19.0,6.81,83.76,6.57,96.65,7.27,4.85,Sí,Ingeniería Civil,4.55
STU-11321,26.0,18.57,90.34,7.0,,7.23,9.82,Sí,Administración,5.58
STU-12141,23.0,1.0,73.06,5.41,69.71,4.22,5.69,Sí,Ingeniería Industrial,2.35
STU-13602,33.0,13.01,80.84,5.57,81.7,6.64,5.38,No,Ingeniería Civil,4.0
STU-13767,22.0,19.14,75.77,5.94,87.47,5.23,1.74,No,Administración,4.57
STU-14500,23.0,18.31,76.31,5.72,93.72,6.6,1.53,No,Administración,4.38
STU-11571,21.0,5.89,66.82,3.79,75.55,6.61,5.69,No,Administración,3.4
STU-12865,32.0,8.39,79.34,6.36,87.33,7.55,0.86,No,Contador Auditor,4.59
STU-10946,25.0,1.53,78.46,5.73,59.57,,2.47,No,Administración,2.93
STU-13096,29.0,11.05,78.17,5.4,,7.4,8.09,No,Ingeniería Industrial,4.11
STU-12587,27.0,11.85,70.34,6.35,86.85,7.56,,,Ingeniería Industrial,3.34
STU-12963,23.0,7.2,71.31,,87.59,5.22,10.87,No,Ingeniería Industrial,4.01
STU-10411,22.0,5.33,95.69,6.07,79.67,9.33,11.35,Sí,Ingeniería Informática,4.33
STU-12182,25.0,10.97,83.59,5.68,97.68,8.54,5.43,No,Ingeniería Industrial,4.35
STU-10538,29.0,,77.4,6.2,75.06,8.12,18.0,No,Ingeniería Industrial,3.83
STU-11297,34.0,11.43,100.0,5.24,94.66,7.07,6.95,No,Contador Auditor,5.09
STU-11366,25.0,1.27,56.24,5.42,31.01,7.39,6.0,Sí,Ingeniería Civil,1.65
STU-12192,27.0,20.2,80.07,7.0,80.23,6.39,5.57,No,Ingeniería Industrial,4.35
STU-12325,19.0,7.69,70.55,5.63,70.38,9.63,5.25,No,Ingeniería Civil,3.3
STU-10940,19.0,16.55,75.75,4.96,76.12,8.28,13.17,No,Ingeniería Informática,4.24
STU-10962,23.0,8.18,60.06,4.08,,7.57,1.5,,Ingeniería Informática,2.8
STU-11017,22.0,6.66,76.6,5.59,62.25,7.46,8.4,No,Ingeniería Civil,3.36
STU-11528,26.0,8.05,67.2,6.45,79.18,8.02,8.25,Sí,Administración,4.31
STU-10389,21.0,11.24,91.67,4.8,100.0,6.12,18.0,Sí,Contador Auditor,4.27
STU-10753,22.0,6.24,100.0,6.62,86.71,6.4,5.78,No,Ingeniería Industrial,5.18
STU-13843,23.0,13.32,68.42,6.76,87.7,5.82,4.92,No,Ingeniería Civil,4.37
STU-14478,26.0,19.8,85.54,5.32,100.0,4.92,5.0,No,Ingeniería Industrial,4.48
STU-14989,22.0,7.6,72.59,5.86,69.56,8.05,2.5,No,Ingeniería Industrial,2.5
STU-13057,25.0,,90.61,5.91,100.0,7.89,62.53980741199114,Sí,Ingeniería Informática,4.23
STU-10256,20.0,8.3,66.32,5.71,81.73,6.77,2.66,No,Ingeniería Informática,3.19
STU-13547,21.0,5.21,72.83,3.64,48.0,7.23,5.55,No,Ingeniería Informática,2.06
STU-10108,27.0,11.05,99.82,5.4,95.01,7.34,8.11,No,Ingeniería Civil,3.65
STU-11851,20.0,9.92,88.73,5.38,78.79,7.74,2.49,Sí,Contador Auditor,3.82
STU-14199,21.0,1.65,74.37,5.37,54.48,7.26,8.2,No,Contador Auditor,1.39
STU-10796,26.0,8.31,83.16,6.16,95.67,7.72,3.75,No,Ingeniería Informática,4.57
STU-11018,22.0,10.88,98.46,6.31,100.0,7.1,7.92,No,Ingeniería Informática,5.33
STU-10934,20.0,5.16,,7.0,65.88,5.11,2.62,No,Ingeniería Informática,3.79
STU-10694,25.0,13.15,79.97,6.16,100.0,5.72,6.65,No,Ingeniería Industrial,3.86
STU-11218,24.0,19.96,94.64,6.33,100.0,8.6,4.23,No,Administración,5.77
STU-11649,19.0,14.92,90.33,6.1,78.76,4.86,2.53,No,Ingeniería Informática,4.18
STU-10829,21.0,,72.77,4.63,82.19,7.5,7.0,No,Ingeniería Industrial,3.82
STU-14764,26.0,17.91,92.61,5.54,89.58,6.29,4.5,Sí,Administración,4.57
STU-10324,19.0,14.38,93.03,6.28,100.0,5.56,3.7,Sí,Ingeniería Industrial,5.39
STU-13871,29.0,18.19,81.74,5.19,98.86,7.65,3.9,No,Ingeniería Informática,4.03
STU-12364,27.0,15.28,100.0,5.71,100.0,6.95,6.08,No,INGENIERÍA INFORMÁTICA,4.44
STU-10608,18.0,11.82,99.28,5.52,91.76,8.01,6.2,Sí,Ingeniería Industrial,4.18
STU-12197,30.0,15.64,89.96,6.49,96.94,5.74,3.65,Sí,Contador Auditor,4.32
STU-10418,23.0,13.46,,5.56,88.41,7.24,,No,Ingeniería Civil,4.56
STU-14158,25.0,,93.3,4.57,89.56,8.12,3.49,No,,4.48
STU-10628,25.0,12.83,,5.36,94.22,5.58,5.97,No,Administración,4.02
STU-11714,20.0,5.44,86.58,6.73,77.66,7.29,7.5,No,Ingeniería Informática,4.15
STU-12776,18.0,11.54,94.18,5.39,96.03,6.49,6.37,Sí,Ingeniería Informática,4.62
STU-10290,,11.89,92.42,5.62,100.0,9.39,5.75,Sí,Ingeniería Industrial,4.17
STU-14504,24.0,10.23,89.74,5.41,88.75,7.57,6.17,No,Ingeniería Civil,4.95
STU-14878,25.0,12.06,89.34,5.73,89.6,8.1,2.07,No,Administración,4.1
STU-13942,27.0,18.83,92.51,5.22,94.15,6.66,10.14,No,Ingeniería Civil,3.92
STU-10804,20.0,12.67,96.31,5.9,92.59,5.53,9.67,No,Ingeniería Informática,4.62
STU-14657,23.0,8.5,68.56,4.56,64.14,7.62,6.96,No,Ingeniería Informática,2.96
STU-14610,19.0,10.33,90.28,6.22,100.0,6.67,2.52,Sí,Ingeniería Industrial,4.69
STU-13304,25.0,17.6,95.41,5.3,100.0,8.14,6.99,Sí,Administración,5.06
STU-10332,27.0,13.96,87.67,5.23,100.0,5.36,3.09,Sí,Ingeniería Civil,4.55
STU-14419,32.0,10.11,95.71,5.25,100.0,5.8,6.23,,Contador Auditor,5.09
STU-11250,25.0,9.91,83.14,4.86,93.65,6.72,5.11,No,Ingeniería Informática,3.78
STU-11705,26.0,12.97,92.51,,100.0,5.82,10.54,No,Ingeniería Civil ,5.01
STU-14437,21.0,10.95,91.86,5.91,86.09,6.82,14.66,No,Contador Auditor,4.51
STU-12996,21.0,16.9,87.68,5.88,91.2,6.69,14.91,No,Ingeniería Civil,4.69
STU-10771,27.0,9.89,78.15,6.15,70.96,5.67,9.48,No,Ingeniería Civil,2.82
STU-12270,26.0,15.88,83.32,4.52,100.0,7.49,6.92,No,Administración,4.12
STU-10392,27.0,10.93,91.9,5.96,82.93,8.21,13.59,No,Administración,3.76
STU-13238,27.0,8.08,66.0,6.1,62.21,5.17,9.9,No,Ingeniería Industrial,3.51
STU-12359,29.0,12.52,92.77,6.8,99.76,6.84,,,Ingeniería Civil,5.8
STU-12327,22.0,18.25,79.72,5.79,91.53,4.65,11.5,,Ingeniería Informática,4.67
STU-14718,21.0,10.7,82.64,5.61,75.7,8.56,0.74,Sí,Ingeniería Civil,4.59
STU-14859,30.0,22.27,94.0,5.56,100.0,7.83,5.66,No,Ingeniería Industrial,4.84
STU-12238,22.0,14.47,79.42,6.39,83.74,7.56,1.1,Sí,Contador Auditor,4.4
STU-12334,24.0,7.56,72.23,6.37,91.32,,2.95,Sí,Ingeniería Industrial,4.19
STU-13095,24.0,10.66,100.0,3.93,99.8,6.64,5.62,No,Ingeniería Informática,3.64
STU-12237,24.0,11.38,75.88,6.14,75.76,6.99,11.94,No,Ingeniería Civil,3.64
STU-10063,30.0,18.19,91.83,6.43,100.0,7.16,3.04,Sí,Ingeniería Industrial,4.9
STU-11728,,16.03,71.65,6.44,98.75,5.89,4.78,No,Ingeniería Informática,4.3
STU-14167,28.0,10.92,99.11,5.97,89.4,6.56,15.21,Sí,Contador Auditor,5.4
STU-10738,28.0,13.1,88.79,6.07,81.28,5.64,6.82,No,Ingeniería Informática,4.62
STU-14057,28.0,8.59,76.44,4.77,87.92,7.47,5.2,No,Administración,3.37
STU-10165,28.0,16.03,98.61,5.81,91.46,6.9,6.31,No,Ingeniería Industrial,4.74
STU-11868,18.0,11.53,83.61,4.97,75.36,8.68,12.3,No,Ingeniería Civil,2.98
STU-14759,20.0,17.61,100.0,5.98,98.94,6.24,3.89,No,Ingeniería Industrial,4.26
STU-12834,18.0,5.09,74.54,4.94,60.19,8.06,4.85,Sí,Ingeniería Informática,3.81
STU-13370,28.0,5.08,86.31,5.87,90.69,8.41,4.5,No,Ingeniería Informática,4.64
STU-10213,24.0,15.18,71.06,5.66,80.08,8.25,2.88,Sí,Ingeniería Informática,4.14
STU-10060,22.0,12.12,91.7,5.97,91.93,10.29,9.37,No,Administración,4.84
STU-10074,24.0,17.55,100.0,6.34,100.0,5.32,8.89,Sí,Administración,5.22
STU-11052,31.0,4.99,90.91,5.5,64.99,7.68,9.25,No,Ingeniería Informática,3.44
STU-14681,23.0,1.0,75.71,5.87,57.93,6.86,12.33,No,Administración,3.11
STU-13200,27.0,,80.91,,80.89,8.53,3.87,No,Ingeniería Civil,2.94
STU-12943,23.0,10.7,89.6,4.68,100.0,7.26,7.27,No,Ingeniería Civil,3.56
STU-14557,22.0,6.68,,5.78,63.33,7.16,1.86,,Ingeniería Civil,2.21
STU-10242,23.0,18.98,91.59,6.28,95.81,8.08,6.56,Sí,Ingeniería Industrial,5.55
STU-10955,19.0,10.51,85.42,6.33,99.14,8.17,7.08,No,Administración,5.48
STU-14163,18.0,15.06,91.75,5.98,100.0,6.15,3.46,Sí,Contador Auditor,5.41
STU-13386,24.0,16.3,79.29,5.0,83.23,6.8,8.25,Sí,Ingeniería Civil,3.48
STU-13078,28.0,8.92,89.35,5.37,70.48,5.4,3.11,Sí,Ingeniería Industrial,3.2
STU-10791,22.0,16.03,82.17,6.1,77.43,7.19,4.32,No,Ingeniería Industrial,4.55
STU-10093,24.0,11.05,82.7,5.64,85.36,7.56,2.11,No,Ingeniería Industrial,3.39
STU-13501,21.0,12.32,100.0,6.96,100.0,7.28,3.96,Sí,Ingeniería Civil,5.61
STU-13899,28.0,15.95,,6.02,96.45,7.2,6.67,No,Ingeniería Civil,4.51
STU-14804,28.0,6.75,89.45,5.08,80.36,7.29,3.87,Sí,Ingeniería Informática,4.97
STU-12288,21.0,8.71,79.86,4.78,76.3,6.7,2.4,Sí,Ingeniería Industrial,2.59
STU-13020,25.0,9.66,84.54,6.3,86.53,6.72,6.77,Sí,Ingeniería Industrial,3.94
STU-14450,26.0,10.48,88.07,5.91,89.97,6.58,12.36,No,Contador Auditor,3.85
STU-11439,31.0,14.12,85.52,4.96,100.0,8.14,3.53,No,Ingeniería Informática,4.65
STU-12352,26.0,13.82,100.0,6.24,100.0,5.57,,No,Administración,4.39
STU-12818,20.0,75.41612202157106,100.0,6.41,91.83,5.8,6.0,No,Ingeniería Industrial,5.52
STU-12730,24.0,14.31,92.6,5.06,96.52,6.22,3.4,Sí,Ingeniería Informática,4.27
STU-12897,21.0,10.34,89.99,5.71,100.0,5.06,4.45,No,Ingeniería Civil,3.78
STU-14179,26.0,19.73,89.87,6.09,83.81,6.61,2.01,No,Ingeniería Industrial,5.25
STU-12460,24.0,20.29,100.0,5.76,100.0,,4.58,No,Ingeniería Informática,5.82
STU-12252,21.0,8.61,69.7,4.93,70.45,5.2,7.6,No,Ingeniería Civil,2.67
STU-11200,21.0,6.4,89.63,4.88,78.59,8.05,4.13,No,Ingeniería Informática,3.95
STU-11345,18.0,3.67,,4.39,58.7,8.8,2.96,No,Contador Auditor,2.27
STU-12287,18.0,5.32,66.38,4.65,76.74,5.63,6.5,Sí,Administración,2.35
STU-11454,18.0,17.15,,5.43,94.15,6.48,2.86,No,Ingeniería Industrial,4.67
STU-11843,22.0,16.2,100.0,6.5,100.0,7.39,6.42,Sí,Ingeniería Industrial,5.45
STU-13106,18.0,23.19,92.89,7.0,99.28,6.29,5.6,No,Administración,6.92
STU-11582,25.0,19.98,95.49,7.0,,8.04,8.45,No,Ingeniería Informática,5.84
STU-10034,25.0,8.47,100.0,5.3,86.54,6.88,2.79,No,Ingeniería Informática,3.97
STU-11933,18.0,6.03,69.74,4.97,73.26,5.26,5.91,,Ingeniería Civil,2.87
STU-13948,26.0,,91.61,5.9,67.68,5.76,5.83,No,Ingeniería Informática,4.23
STU-10065,24.0,21.08,90.38,6.62,,7.39,6.46,No,Contador Auditor,5.89
STU-14980,24.0,9.01,80.88,4.5,64.42,7.6,4.03,No,Ingeniería Civil,3.03
STU-13688,25.0,1.76,78.83,5.57,52.37,7.55,13.28,No,Contador Auditor,3.12
STU-12394,19.0,15.88,85.61,5.9,100.0,7.59,7.49,No,Ingeniería Informática,5.56
STU-10908,25.0,11.93,88.75,,100.0,8.93,6.28,No,Ingeniería Industrial,5.38
STU-11363,21.0,12.65,87.19,5.19,,5.17,14.7,No,Contador Auditor,3.65
STU-14156,34.0,2.67,71.66,5.4,,7.3,7.25,No,Ingeniería Informática,2.25
STU-12884,27.0,11.08,62.65,5.81,55.32,7.9,16.21,Sí,Ingeniería Industrial,3.23
STU-10783,18.0,6.72,66.99,5.28,70.5,5.72,11.07,No,Ingeniería Informática,3.35
STU-12409,25.0,11.51,,5.75,58.87,4.77,6.93,No,Contador Auditor,2.26
STU-12005,25.0,7.28,71.79,3.75,71.3,6.25,3.56,No,Ingeniería Industrial,2.38
STU-11152,22.0,13.49,75.35,5.99,84.43,5.92,0.8,No,Ingeniería Civil,3.57
STU-10635,21.0,14.79,98.71,6.53,87.73,8.33,5.37,No,Ingeniería Informática,4.99
STU-14176,19.0,1.0,73.0,5.33,58.67,6.5,10.09,No,Ingeniería Informática,2.47
STU-14003,25.0,3.43,90.86,5.53,66.11,6.0,4.92,No,Ingeniería Industrial,2.31
STU-13534,31.0,10.46,90.9,5.17,98.18,7.05,1.05,No,Ingeniería Industrial,4.59
STU-12160,22.0,15.47,100.0,6.57,100.0,8.56,5.04,Sí,Contador Auditor,5.03
STU-13765,26.0,9.84,82.38,,63.67,9.73,3.35,No,Ingeniería Informática,3.25
STU-12131,20.0,8.61,100.0,6.78,98.6,9.22,1.75,Sí,Administración,5.26
STU-10217,30.0,6.39,87.45,5.78,66.1,6.47,10.18,No,Ingeniería Industrial,2.63
STU-10565,27.0,8.33,84.29,5.01,72.92,8.75,9.76,No,Contador Auditor,3.21
STU-11385,30.0,16.81,86.4,5.2,100.0,6.87,6.14,No,Ingeniería Industrial,4.65
STU-12297,23.0,16.62,90.44,7.0,78.59,6.9,,No,Ingeniería Industrial,4.73
STU-11158,24.0,,92.81,4.8,93.62,7.4,6.38,No,Ingeniería Civil,3.22
STU-13934,23.0,11.93,81.26,5.99,56.9,7.97,1.44,No,Contador Auditor,3.7
STU-10624,19.0,11.53,78.94,5.15,80.79,7.86,5.99,No,Ingeniería Informática,3.75
STU-13311,22.0,6.99,89.69,6.55,80.28,5.83,9.79,Sí,Administración,4.5
STU-13341,24.0,13.56,84.43,5.23,100.0,6.12,8.97,No,Contador Auditor,4.61
STU-13729,26.0,1.0,66.35,4.15,58.95,8.5,1.13,Sí,Ingeniería Informática,2.69
STU-10844,26.0,14.4,97.03,5.56,88.22,6.29,14.02,No,Ingeniería Industrial,3.87
STU-13131,25.0,9.74,74.4,5.53,74.39,7.64,7.11,No,Contador Auditor,2.72
STU-11789,20.0,17.63,94.21,6.38,100.0,8.78,3.83,No,Ingeniería Civil,5.37
STU-12361,26.0,5.43,80.93,6.36,74.07,4.36,9.01,No,Ingeniería Civil,4.08
STU-11897,23.0,9.51,71.72,5.25,81.74,5.76,11.95,No,Ingeniería Informática,3.29
STU-11434,23.0,17.34,90.48,,100.0,7.57,6.32,No,Ingeniería Industrial,4.65
STU-14823,22.0,13.55,79.99,5.05,93.94,9.08,3.59,No,Ingeniería Industrial,4.58
STU-11611,29.0,13.04,76.75,6.29,82.75,6.54,3.14,No,Ingeniería Informática,4.14
STU-12424,28.0,14.7,80.25,5.39,100.0,8.7,7.98,No,Ingeniería Informática,4.94
STU-14674,18.0,11.17,75.28,6.12,89.71,6.91,5.51,No,Administración,4.26
STU-14766,23.0,11.14,71.7,4.87,88.39,6.3,7.33,No,Ingeniería Informática,3.44
STU-12493,20.0,7.71,79.75,5.64,90.65,8.2,6.01,Sí,Ingeniería Industrial,3.67
STU-14062,22.0,14.78,80.68,4.27,100.0,7.43,9.95,No,Ingeniería Informática,4.48
STU-13977,32.0,16.44,95.89,5.85,100.0,6.31,1.97,No,Ingeniería Industrial,4.01
STU-11102,20.0,12.64,84.32,6.07,77.57,6.84,6.68,No,Ingeniería Civil,3.76
STU-13118,23.0,18.64,90.57,5.75,100.0,8.32,6.7,No,,4.73
STU-13174,25.0,9.91,90.1,6.31,71.7,8.23,11.84,No,Ingeniería Industrial,4.19
STU-14880,28.0,13.97,81.18,5.14,100.0,6.46,6.92,No,Ingeniería Informática,4.14
STU-10856,25.0,22.46,86.11,7.0,100.0,5.51,7.48,Sí,,6.08
STU-11526,25.0,7.44,68.59,4.94,79.97,6.39,2.56,Sí,Administración,2.63
STU-11049,26.0,4.61,70.12,4.67,57.7,7.22,3.57,No,Ingeniería Informática,2.38
STU-10568,21.0,16.52,88.7,5.3,100.0,6.84,4.58,Sí,Ingeniería Informática,4.76
STU-14091,32.0,10.32,81.47,5.58,75.66,5.91,6.82,No,Ingeniería Civil,3.61
STU-10308,24.0,7.38,64.31,5.81,64.23,,8.9,Sí,Contador Auditor,2.52
STU-13362,19.0,21.63,100.0,7.0,100.0,7.78,3.52,Sí,Ingeniería Industrial,5.79
STU-14376,24.0,12.07,92.09,4.18,95.78,6.56,4.94,No,Ingeniería Informática,3.77
STU-13455,18.0,10.29,74.45,5.01,94.08,8.55,11.22,No,Contador Auditor,3.66
STU-14165,25.0,9.34,96.44,6.17,96.49,7.49,9.83,Sí,Ingeniería Informática,4.63
STU-10069,22.0,17.78,89.14,5.76,90.69,6.8,2.63,Sí,Ingeniería Civil,4.6
STU-11450,18.0,14.22,92.95,4.95,80.77,6.55,16.9,No,Ingeniería Civil,4.15
STU-14728,22.0,11.53,71.94,4.31,86.46,7.48,11.02,No,Ingeniería Industrial,2.95
STU-13335,28.0,19.45,91.37,6.26,74.17,6.61,18.0,No,Ingeniería Civil,4.26
STU-13008,25.0,11.15,-17.27251006378934,5.36,64.24,5.81,2.78,No,Contador Auditor,3.73
STU-14026,26.0,7.57,95.81,5.0,73.84,,,No,Contador Auditor,3.78
STU-14248,21.0,8.54,82.43,5.64,82.81,,4.94,No,Ingeniería Informática,3.77
STU-11655,21.0,13.76,58.6,5.85,89.69,6.39,3.7,No,Ingeniería Informática,3.59
STU-14706,23.0,15.75,85.32,6.55,100.0,,,Sí,Ingeniería Informática,5.1
STU-14470,26.0,9.73,74.16,5.29,78.72,7.82,5.29,,Administración,3.14
STU-13102,21.0,14.48,92.81,6.0,93.53,8.41,2.56,No ,Contador Auditor,4.23
STU-12229,28.0,14.87,90.31,5.97,74.45,8.09,7.55,No,Ingeniería Informática,4.79
STU-11023,27.0,2.4,76.26,6.89,67.12,9.51,3.73,Sí,Ingeniería Informática,4.16
STU-13374,21.0,6.84,72.0,5.09,74.51,7.23,6.34,No,Ingeniería Industrial,3.19
STU-10327,19.0,12.94,,5.09,79.05,7.13,8.59,Sí,Ingeniería Informática,2.49
STU-11780,31.0,6.33,78.83,5.81,75.4,7.09,14.72,No,Ingeniería Informática,4.27
STU-14133,21.0,15.22,100.0,4.86,98.05,6.36,6.95,No,Contador Auditor,4.64
STU-14131,21.0,13.0,,5.46,77.18,6.69,3.66,No,Ingeniería Informática,3.99
STU-10064,20.0,6.89,78.19,4.7,80.85,5.03,6.71,No,Ingeniería Informática,2.94
STU-12418,22.0,9.7,70.14,5.28,88.19,6.26,1.83,No,,2.95
STU-12987,27.0,13.55,,5.42,100.0,5.45,6.79,No,Ingeniería Informática,4.53
STU-12177,27.0,11.54,73.83,6.51,100.0,6.79,9.66,Sí,Ingeniería Civil ,4.83
STU-13414,19.0,8.16,93.42,5.82,73.49,9.14,4.51,No,Contador Auditor,3.76
STU-12498,18.0,12.75,100.0,6.14,86.3,6.84,6.81,No,Ingeniería Civil,4.86
STU-11905,26.0,19.59,92.3,7.0,98.21,8.44,8.29,No,Administración,6.9
STU-12605,18.0,12.09,92.36,7.0,83.94,6.84,3.6,No,Ingeniería Informática,5.3
STU-14837,20.0,14.34,75.8,5.73,82.97,6.61,11.56,No,Ingeniería Informática,3.96
STU-11797,29.0,14.71,87.83,5.57,78.16,5.8,,Sí,Ingeniería Industrial,4.46
STU-13247,27.0,20.51,100.0,6.42,93.73,8.35,,No,Ingeniería Industrial,4.96
STU-12548,24.0,8.46,96.17,5.83,79.62,7.33,4.72,No,Ingeniería Informática,4.15
STU-13646,24.0,12.53,93.6,7.0,91.71,7.34,,Sí,Ingeniería Informática,5.03
STU-12194,27.0,10.54,70.15,5.04,67.86,6.64,1.4,Sí,Contador Auditor,3.04
STU-10548,35.0,17.35,99.17,7.0,98.62,7.77,3.19,Sí,Contador Auditor,5.58
STU-12619,28.0,10.23,78.5,4.82,,7.09,3.76,No,Administración,4.2
STU-12621,29.0,15.78,96.92,6.71,91.96,7.54,6.3,No,Ingeniería Civil,4.49
STU-12431,20.0,11.01,91.27,5.85,100.0,7.55,5.34,No,Ingeniería Informática,4.22
STU-14582,18.0,15.35,,4.86,100.0,7.87,9.63,No,Ingeniería Civil,4.08
STU-10913,22.0,7.1,77.67,6.06,61.4,9.83,5.83,Sí,Ingeniería Civil,3.39
STU-12555,23.0,13.32,70.36,5.53,77.22,6.64,2.38,Sí,Ingeniería Civil,3.9
STU-13014,24.0,7.2,86.71,6.41,93.0,5.01,5.3,,Ingeniería Civil,4.74
STU-14908,23.0,18.32,94.42,5.5,100.0,5.47,2.78,No,Ingeniería Civil,5.16
STU-12527,23.0,12.94,70.84,5.32,100.0,6.3,2.43,No,Ingeniería Civil,3.95
STU-14886,31.0,10.86,95.08,,100.0,8.28,12.46,No,Ingeniería Industrial,5.34
STU-12223,19.0,17.09,100.0,6.03,100.0,6.66,9.55,No,Ingeniería Informática,4.78
STU-10319,26.0,13.85,,5.17,87.27,7.44,3.34,Sí,Ingeniería Industrial,3.92
STU-12496,22.0,10.11,80.96,5.16,78.25,9.13,3.81,No,Administración,3.94
STU-14806,21.0,18.61,79.02,6.23,100.0,7.86,4.14,No,Administración,5.41
STU-12718,26.0,13.81,98.43,6.22,94.15,8.67,4.11,No,Ingeniería Informática,5.54
STU-14983,24.0,16.66,77.61,6.68,92.09,7.1,3.06,Sí,Ingeniería Informática,5.06
STU-14716,28.0,6.89,78.17,5.27,81.39,7.32,8.12,No,Ingeniería Industrial,2.89
STU-11588,23.0,16.31,99.75,6.48,80.68,8.19,3.11,No,Contador Auditor,4.75
STU-12612,23.0,12.83,100.0,5.58,100.0,6.57,7.0,No,Ingeniería Industrial,5.2
STU-14727,25.0,20.83,88.08,6.38,,8.3,2.13,No,Ingeniería Informática,6.26
STU-14001,28.0,16.65,78.25,5.5,100.0,7.41,7.94,No,,4.38
STU-13556,25.0,13.96,75.67,5.72,80.06,7.51,10.9,No,Ingeniería Informática,3.62
STU-13309,33.0,17.59,98.72,7.0,100.0,8.06,,No,Ingeniería Civil,4.32
STU-11632,18.0,11.27,78.6,5.48,78.91,7.84,7.35,Sí,Ingeniería Industrial,4.15
STU-14544,30.0,11.86,64.93,4.73,88.94,7.51,11.37,No,Administración,3.74
